X,Y,osm_id,osm_type,completeness,#meta +operator,#meta +health_amenity_type,#meta+dispensing,#meta +speciality,#meta+is_in_health_zone,#capacity +staff,#loc+amenity,changeset_id,#access +hours,changeset_timestamp,#meta+emergency,#contact +url,#meta +operator_type,#meta +id,#meta+water_source,changeset_version,addr_street,#meta+electricity,#contact +phone,#meta+insurance,#status+operational_status,#meta+is_in_health_area,addr_postcode,addr_city,#meta+wheelchair,#capacity +beds,changeset_user,#geo+bounds+url,addr_housenumber,#meta+healthcare,#loc +name
153.012875033777,-27.3810070672886,441012086,node,9,,,,,,,dentist,89142964,,2020/08/09 03:55:47,,,,79fb6e14848c4a498ae01f882e091a36,,2,,,,,,,,,,,jwood74,,,dentist,
145.074944088463,-37.9160139654323,2475151589,node,28,,,,,,,doctors,79069652,,2019/12/31 22:06:16,,,,31cc7306b4ca46a6a4c78f7845699020,,3,Mackie Road,,,,,,3165,Bentleigh East,,,tastrax,survey,74,doctor,Mackie Road Consulting Suites
,,-11152301,way,15,,,,,,,clinic,,,,,,,3f594e3b19c042ce8d214ed1df921e82,,,Robinson Street,,,,,,,,,,,,59,clinic,Specialist Eye Clunic
117.343636625659,-33.3090332363613,6965469489,node,9,,,,,,,pharmacy,76886467,,2019/11/11 04:45:37,,,,3d720d19ff23419eab0486139f03b137,,1,,,,,,,,,,,Creando,,,,Wagin Pharmacy
,,624152919,way,12,,,yes,,,,pharmacy,62414965,,2018/09/09 02:42:08,,,,b280b6c9fb3e43b39d3a2231e15ed504,,1,,,,,,,,,,,rthompson,,,pharmacy,
153.376338830538,-28.0703561581315,5045644127,node,9,,,,,,,hospital,51268727,,2017/08/20 04:03:41,,,,5ff699ab00aa4f40b996e6384daac0c4,,1,,,,,,,,,,,freesin,,,,Emergency
152.952848537115,-27.445170955177,2604239951,node,15,,,,,,,doctors,84088565,"Mo-Fr 08:00-20:00; Sa-Su 09:00-12:00,17:00-18:30",2020/04/25 03:40:38,,,,7f506eff87a14756b4fd65a9cb4abf96,,2,,,,,,,,,,,jamescridland,,,doctor,Walton Bridge Medical Centre
,,587770972,way,21,,,,,,,hospital,58913031,,2018/05/12 22:46:42,,,,c7e9f58d04da4ec39804f75d596468c5,,1,Cathundril Street,,,,,,2821,,,,Åndrew,bing,128,,Narromine Health Service
120.126977242466,-33.9478685362719,2428758437,node,6,,,,,,,hospital,17464027,,2013/08/23 03:09:04,,,,06b3a408dc4b4fbdb1bc745be9197798,,1,,,,,,,,,,,Craigavon,,,,
,,559563985,way,31,,,,,,,clinic,56163168,"Mo-Fr 08:30-18:00; Sa 09:00-12:30; PH off",2018/02/07 22:29:13,,,,dee1efdeeb25419f83acc000461f3d35,,1,High Street,,,,,,3102,Kew East,yes,,philam48,,623,clinic,Harp Family Medical
,,539434520,way,9,,,,,,,hospital,53639713,,2017/11/09 13:50:06,,,,7c269891a4534346844bd788899b2f73,,1,,,,,,,,,,,TuanIfan,,,,Mount Perry Health Centre
144.971693961153,-37.81157201531,2174684611,node,12,,,,,,,pharmacy,71656430,,2019/06/27 02:52:40,,,,2ff0305a6e2f499bbb9f5b1425c9692a,,3,,,,,,,,,,,philam48,,,pharmacy,U Pharmacy
153.088704016312,-27.4954452751357,5719707959,node,25,,,yes,,,,pharmacy,60174339,Mo-Su 08:00-20:00,2018/06/26 08:57:41,,,,f0bc7207e2d24087a8517b7f335bf4b9,,1,Old Cleveland Road,,,,,,4152,,,,Cameron_D,,,pharmacy,Carina Day & Night Pharmacy
150.548692647022,-33.6943344054601,7057810810,node,12,,,,,,,clinic,78426635,,2019/12/15 10:52:46,,,,366ab38e085545ddbd78300abbdc21c5,,1,,,,,,,,,,,John Bek,,,clinic,Faulconbridge Health Centre
145.947681844667,-30.092915847966,1700534544,node,9,,,,,,,hospital,11172514,,2012/04/01 01:50:12,,,,975e280e04694f5b9c31bf65bbae0ee8,,1,,,,,,,,,,,rubai,,,,Bourke District Hospital
151.098402499936,-33.6764602483996,60788134,node,9,,,yes,,,,pharmacy,77293,,2007/12/04 22:19:42,,,,67a699e1b95e45eabb6fb2066969c8d1,,2,,,,,,,,,,,MikeAus,,,,
115.748520470061,-32.0522219245967,5213286324,node,9,,,,,,,pharmacy,88566187,,2020/07/27 12:43:09,,,,d54d558dfda64dbbbf335c7714bba1c6,,3,,,,,,,,,,,aaronsta,,,pharmacy,
152.999734472715,-27.4075949670692,1528933383,node,25,,,yes,,,,pharmacy,81064574,,2020/02/16 08:57:10,,,,cc9c8db454e549079e707787c5dc0c69,,2,Stafford Road,,,,,,4053,,,,Leon K,,621,pharmacy,SuperPharmacyPlus
,,237931110,way,9,,,,,,,hospital,17832598,,2013/09/14 12:57:02,,,,1be261dbf61f4f4aab07579fa4038589,,1,,,,,,,,,,,matthewsheffield,,,,Dorset Private Hospital
151.020762355764,-33.9332234235901,253086883,node,9,,,,,,,hospital,359187,,2008/03/20 21:23:11,,,,5e48c4d6655843d0bde0c1e03b93a8cb,,1,,,,,,,,,,,Ebenezer,,,,Bankstown Hospital
,,423630379,way,9,,,,,,,pharmacy,39884175,,2016/06/08 12:56:28,,,,b936bc9d68d84f64b16f31cb09af5ea4,,1,,,,,,,,,,,shonkylogic,,,,Chemmart
,,608629858,way,21,,,,,,,doctors,83968104,,2020/04/23 02:42:21,,,,3733b15ae949425786b117c044a40858,,10,Donnelly Street,,,,,,,,no,,David Dean,,220,physiotherapist,Skye Moore Physio
,,351563723,way,21,,,,,,,,55397929,,2018/01/13 04:14:46,,,,073eba15013047b4961481fc3e48895a,,2,West Street,,,,,,4220,Burleigh Heads,,,Fizzie41,,18A,physiotherapist,Burleigh Heads Physiotherapy
151.660125464117,-32.9410943414961,359902119,node,9,,,,,,,pharmacy,42511362,,2016/09/29 07:16:03,,,,818534f7cf17403796d727884bc05726,,2,,,,,,,,,,,dyljam,,,,Star Discount Chemist
152.410341588873,-24.841969675147,3748951387,node,6,,,,,,,clinic,34098490,,2015/09/18 09:01:59,,,,a8be1bb9f44e434dbc63da68cc30cf7c,,1,,,,,,,,,,,TuanIfan,,,,
149.040870073482,-35.3555337371351,2015911841,node,12,,,,,,,doctors,13889369,,2012/11/16 00:26:51,,,,f3cd274aeb0146f79e9397962b1cf77e,,1,,,,,,,,,,,numbfew,local knowledge,,,Chapman Medical Centre
,,539984145,way,15,,,,,,,clinic,53710675,,2017/11/12 11:52:51,,,,8096e8ad4d05465d8f673e8e582dd431,,1,High Street,,,,,,,,,,TuanIfan,,319,,Australian Skin & Laser
153.027530791476,-27.4675315259111,1546982742,node,12,,,,,,,pharmacy,41794016,,2016/08/30 06:36:28,,,,1225082af8924597850f91ce01c18207,,4,,,,,,,,,yes,,Earl Butterworth,,,,Post Office Square Pharmacy
153.279505469203,-27.5855055557928,2608996402,node,9,,,,,,,dentist,19799138,,2014/01/04 05:17:02,,,,4a0a1f6d5e9b40789698513d67066805,,1,,,,,,,,,,,Jward101,,,,S W Orthodontics
,,550762904,way,12,,,,,,,pharmacy,55146615,,2018/01/04 03:50:23,,,,de85f9a8a0f94361b3485b12cb167e4c,,1,,,,,,,,,,,SoylentGrien,,,pharmacy,Sunnybank Hills Medical Centre Pharmacy
144.653632335493,-38.1152624488838,7143739959,node,18,,,,,,,pharmacy,79768289,"Mo-Fr 09:00-17:30; Sa 09:00-12:30; Su closed",2020/01/19 23:41:53,,,,3b63efad18d148d6baaef35601d4cb4d,,1,Newcombe Street,,,,,,,,,,travaudat,,90,,Portarlington Pharmacy
,,266338394,way,9,,,,,,,clinic,36157227,,2015/12/25 11:46:20,,,,28b428328a904fc08328c359af798b3b,,2,,,,,,,,,,,TuanIfan,,,,Peninsula
,,374035529,way,9,,,,,,,hospital,34459465,,2015/10/06 00:36:58,,,,5d64f4babfea44ccb1c127779bd957d7,,1,,,,,,,,,,,Warin61,"bing for outline, rubai for the hospital",,,
145.152168657876,-37.9539522193953,5213706400,node,15,,,,,,,pharmacy,53546727,,2017/11/06 07:08:52,,,,9b5c3c416fc442a9891965a25a51519e,,1,Springvale Road,,,,,,,,,,TuanIfan,,377,,Supps 247
146.849636484583,-19.15771783265,4737989258,node,9,,,,,,,clinic,46896998,,2017/03/16 12:31:22,,,,6dcd4402ee7a490abb08027cf5041dba,,1,,,,,,,,,,,Magnetic Media,,,,Hospital Clinic
145.487224089306,-38.1986491420532,3722290987,node,6,,,,,,,pharmacy,33694827,,2015/08/31 03:59:09,,,,fb8a53a25b4947abaa738f1785d65bbf,,1,,,,,,,,,,,Leon K,,,,
153.018494429303,-27.4880632491917,4816658283,node,12,,,,,,,clinic,86804334,,2020/06/18 06:02:10,,,,a2def9772cbe4a5fb98164de5c88ffd6,,3,,,,,,,,,No,,stragu,,,,Grow Medical
145.171094743785,-37.9932226092297,3309419832,node,12,,,,,,,clinic,28393778,,2015/01/25 12:09:28,,,,abcb4d414d13408fbd399e9018ef4f11,,1,,,,,,,,,,,Angyork,survey,,,Parkmore Medical Centre
,,449478831,way,18,Australian Red Cross Blood Service,,,,,,,70979121,"Mo 12:30-18:00; Tu-Th 08:00-18:00; Fr-Sa 08:00-15:00; Su 08:00-13:00",2019/06/06 07:36:41,,,,01068d3e01e74075a98964e9a7ed54b7,,3,,,,,,,,,,,aharvey,survey,,blood_donation,Australian Red Cross Blood Service
149.980428529424,-36.7263225035293,1105784312,node,15,,,,,,,pharmacy,81822593,,2020/03/05 12:39:10,,,,fdb78acc658848d5a10190d4de7a5247,,4,,,,,,,,,,,k_au,"Bing; LPI imagery",,pharmacy,Tathra Pharmacy
152.964518660903,-26.8083606392541,5319369478,node,12,,,,,,,clinic,70533463,,2019/05/23 00:03:15,,,,26c57e3c72b646cea70bd7b071cbaeee,,2,,,,,,,,,,,tuxcomputers,,,clinic,Chiropractic
145.035657521555,-37.7959410231769,5306141852,node,28,,,,,,,dentist,54950316,"Mo-Th 09:00-17:30; We 08:30-20:30; Fr 08:00-16:30; Sa 09:00-13:00",2017/12/27 09:31:01,,,,4ed341108e7d4766b1d71f6971343aa2,,1,Willsmere Road,,,,,,3101,Kew,,,philam48,,83,dentist,Willsmere Dental
134.932643435596,-22.9858471735152,2038128947,node,9,,,,,,,hospital,14072452,,2012/11/28 12:20:35,,,,10b886b0bd464d179ebdd123f44bf8be,,1,,,,,,,,,,,Natvander,,,,Atitjere Health Clinic
150.829689496849,-34.5648223750339,290098871,node,15,,,yes,,,,pharmacy,83198081,,2020/04/07 12:37:50,,,,2af1d6059a284911aae4942fda46d0d3,,9,,,,,,,,,,,Leon K,,,pharmacy,Chemist Warehouse
152.975667095038,-27.4595274789326,7405502964,node,28,,,,"reflexology;reiki",,,doctors,87841214,"Tu,Th,Sa 08:00-12:00",2020/07/11 02:27:15,,,,d95fd748549040a9aa2b6b91fd5c39fb,,3,Morgan Terrace,,,,,,4065,,,,jamescridland,,3,doctor,Body Mind Medical
151.094096045724,-33.7842396209086,2019456453,node,9,,,,,,,pharmacy,13915562,,2012/11/18 09:28:35,,,,776fd8447b084fb4b17133841a473723,,1,Balaclava Road,,,,,,,,,,CSPRyde,,,,
142.159215837257,-34.1858131653713,6442478881,node,15,,,yes,,,,pharmacy,81436065,,2020/02/25 05:49:22,,,,80d0d6d2f8f444a8bfe4b049c0038062,,2,,,,,,,,,,,Leon K,,,pharmacy,Priceline Pharmacy
151.170355019892,-33.8135002581541,6714767685,node,12,,,,,,,doctors,73399374,,2019/08/16 05:44:20,,,,cdc8e97d8c8349e0852ed17a0ae427f0,,2,,,,,,,,,,,aharvey,,,doctor,Emerald Medical Centre
153.185759917177,-27.4545015221517,598736373,node,12,,,,,,,pharmacy,82660635,,2020/03/26 12:00:57,,,,da7a72d8443c469abf8b92c092d36b5b,,2,,,,,,,,,,,jonorossi,,,pharmacy,Manly Village
144.711048539869,-36.9260736497141,4947998927,node,9,,,,,,,pharmacy,77749858,,2019/11/30 04:49:41,,,,3486cc8fcc004b3abfbf464abfd2d972,,2,,,,,,,,,,,cammanderson,,,,Heathcote Pharmacy
151.622400278133,-32.9249239738938,355062354,node,6,,,,,,,pharmacy,727981,,2009/03/03 03:13:31,,,,64f56aaa7a40497e9d5873d4f5a9a72c,,1,,,,,,,,,,,c-j-b,,,,
,,401709588,way,28,Services NSW,,,,,,hospital,66951706,,2019/02/06 03:58:29,yes,,,37f62e7c203e474cbfab8af400be8a5b,,2,Punt Road,,,,,,2732,Barham,yes,,exiy,,,,Barham-Koondrook Soldiers Memorial Hospital
144.772328885428,-37.7694480065402,6110271668,node,12,,,,,,,dentist,65087378,,2018/12/02 05:18:50,,,,7bd70521790e4b228d4f4fd8cfef7da4,,1,,,,,,,,,,,TuanIfan,,,dentist,Dental Surgery
144.978354221414,-37.7789576109667,4379836689,node,12,,,,,,,clinic,41858984,,2016/09/01 22:33:42,,,,bc314e3972b5420fa3eab3a05cff3719,,1,Nicholson Street,,,,,,,,,,Robtb,,842,,
151.151559356396,-34.0847986592757,833627572,node,6,,,,,,,pharmacy,28978777,,2015/02/20 14:37:55,,,,22b508d2435b4fcc80de80c50c75ed1d,,2,,,,,,,,,,,ozhiker2,,,,
142.916928484755,-38.240844313181,704426940,node,6,,,,,,,pharmacy,24778934,,2014/08/16 01:44:03,,,,db9c5e59bee2422abbb15b56aa0841ec,,4,,,,,,,,,,,Canley,,,,
133.672726963981,-32.1190063306933,2452535839,node,9,,,,,,,hospital,17762488,,2013/09/10 08:07:55,,,,38b2b4694bcd4d12b7ea84b4734a2d5a,,1,,,,,,,,,,,hryciuk,,,,Ceduna District Health Services
152.712223626837,-30.3393231817855,449544410,node,12,,,,,,,pharmacy,1961590,,2009/07/28 07:04:31,,,,2765dc45106f49e5b3559b213d345c1c,,1,,,,,,,,,,,RRover,local_knowledge,,,Dorrigo Plateau Pharmacy
151.36657134987,-33.3852530670412,462748450,node,12,,,,,,,pharmacy,78525110,,2019/12/17 11:51:43,,,,75f37891c5c344aa9addb985034bd24a,,5,,,,,,,,,,,NotSociable,,,pharmacy,Lisarow Pharmacy
151.726487338475,-32.9324237655773,4507511700,node,9,,,,,,,clinic,43752518,,2016/11/18 03:22:55,,,,c0a4bae748674395af73ec328d1192fa,,1,,,,,,,,,,,numbfew,,,,Stevensons Chiropractic Clinic
,,312572527,way,15,,,,,,,hospital,84739036,,2020/05/06 07:06:39,no,,,4c33822c165941cea54bc947efd47500,,7,,,,,,,,,,,abeck58,,,hospital,The Park Centre for Mental Health
138.603592562123,-34.9254602131398,2500393579,node,6,,,,,,,dentist,18415054,,2013/10/18 08:04:45,,,,2595d18599604fd4958bc5607babee22,,1,,,,,,,,,,,CloCkWeRX,,,,
,,778736471,way,9,,,,,,,doctors,81938000,,2020/03/09 02:06:38,,,,967704656e0b4de1b07b5074eb96b80d,,2,,,,,,,,,,,Leonor Gausachs,,,doctor,
,,273916043,way,9,,,,,,,clinic,83715417,,2020/04/17 15:42:56,,,,58ad55a8a85643fdaf28a16948df3ee5,,3,,,,,,,,,,,DavidLiu5059,,,,"National Day Surgery, Sydney"
150.625695934192,-26.7426768608632,364046681,node,9,,,,,,,pharmacy,14522567,,2013/01/04 07:05:09,,,,2d08d0418449495ba7c9619759587f5c,,5,,,,,,,,,,,nick0252,,,,Chinchilla Pharmacy
151.079025635275,-33.8234740523783,6576901204,node,12,,,yes,,,,pharmacy,71709809,,2019/06/28 14:12:07,,,,3522ad9a383c4aa2b77442a19bd636ad,,1,,,,,,,,,,,zepaz,,,pharmacy,
151.102534359106,-34.0368397562497,1294229279,node,9,,,,,,,doctors,8204336,,2011/05/21 07:32:29,,,,532411f66800417a9ab4cdf37c579971,,1,,,,,,,,,,,MavEtJu,,,,Miranda Medical Center
151.204695341917,-33.8811405403837,4865628321,node,12,,,,,,,pharmacy,71007445,,2019/06/07 01:54:24,,,,a19f94e6ff374744b00a130820c606b9,,2,,,,,,,,,,,aharvey,,,pharmacy,Priceline Pharmacy
138.547639418945,-34.8751185026797,2261354162,node,9,,,,,,,doctors,17024282,,2013/07/20 15:25:37,no,,,84225103ff14475fb7a80a9e32d09b18,,2,,,,,,,,,,,Didz,,,,
151.940876221267,-27.4558277068718,1537332750,node,9,,,,,,,hospital,10068772,,2011/12/08 21:35:20,,,,286340f597a54c25a2d96cbf67c3937f,,1,,,,,,,,,,,Mulga,,,,Highfields Ambulance
153.03144329624,-27.5142027171525,456713150,node,12,,,,,,,dentist,2042169,,2009/08/05 07:13:49,,,,c8d547fc848348d0aa70509952c5791f,,1,,,,,,,,,,,Waldo000000,survey,,,Dentist Mark J. McKiernan
151.699513787329,-32.8926594301889,5905416329,node,31,Stuart Shortland,,yes,,,,pharmacy,67117733,Mo-Fr 09:00-17:00,2019/02/12 01:44:29,,,,b59e5b5f317646408fc1c5fdba5f1897,,5,Union Lane,,,,,,2308,,,,exiy,,"111 Shortland Building;110b Shortland Building",pharmacy,Callaghan Campus Pharmacy
,,382869931,way,18,,,,,,,pharmacy,89740402,,2020/08/21 10:42:48,,,,ea7650383394428f94b27bfa82766303,,2,Gaskill Street,,,,,,,,,,John Bek,,79,pharmacy,Canowindra Pharmacy
,,168828258,way,12,,,yes,,,,pharmacy,82032323,,2020/03/11 03:38:29,,,,de0a5bb3f60f4200a714211f5feb0b60,,3,,,,,,,,,,,Leon K,,,pharmacy,
,,30409532,way,43,Barwon Health,"emergency_department;operating_theater",,,,,hospital,84589288,24/7,2020/05/04 03:17:36,yes,https://www.barwonhealth.org.au/contact,public,69932350a9944f98baa7f93867ef9562,,12,Bellerine Street,grid,,public,,,,,yes,,tastrax,,,hospital,Barwon Health - University Hospital Geelong
153.423311099742,-28.0763548347757,4223010924,node,21,,,,,,,clinic,52999124,,2017/10/17 02:30:35,,,,2651ceebc5c64e90a7a2be92e6c8c51b,,3,Santa Maria Court,,,,,,4220,Burleigh Waters,,,Fizzie41,,8 / 1,,Eastbrooke Family Medical Centre
145.115105223147,-38.0523780585148,6052186720,node,12,,,,,,,doctors,64366848,,2018/11/11 05:00:53,,,,60d9b8044bc8498db7679150cbac7eff,,1,,,,,,,,,,,TuanIfan,,,doctor,Central Bayside Community Health Services
147.310105890789,-42.9752601453408,5756050399,node,12,,,,,,,dentist,60647838,,2018/07/12 11:04:41,,,,38ada855ed424d979b8d20cb7ec88564,,1,,,,,,,,,,,Andy_T_56,,,dentist,Denison Dental
,,806740976,way,15,,,,diagnostic_radiology,,,clinic,85544467,,2020/05/21 09:29:17,,,,825431dd71f743bebcc492a3a62e3292,,1,,,,,,,,,,,turnsole80,,,clinic,Clarence Valley Imaging
151.103277666279,-33.9122975832222,4986166741,node,15,,,,general,,,clinic,85199049,,2020/05/14 11:34:23,,,,7a848f8c00c94bd7859e8b222e73702a,,2,,,,,,,,,,,syan1,,,clinic,Associated Medical Centre
151.240972554129,-33.9153614202892,6243479781,node,15,,,,,,,doctors,73961914,"Mo 08:00-17:00, 09:00-18:00; Tu 08:00-19:30; We-Fr 08:00-17:00; Sa, Su 08:00-14:00",2019/09/01 03:36:47,,,,a7164259bb93407495e39cb71e7716c6,,2,,,,,,,,,,,jakecopp,,,doctor,Royal Randwick Medical Centre
145.060819575787,-37.6937718261001,3716323392,node,15,,,,,,,clinic,33611783,,2015/08/27 05:11:32,,,,7ea7a792bf2e4b51bc4357bd442f0639,,1,Plenty Road,,,,,,,,,,Vadmium,,105,,Plenty Road Medical Clinic
151.002319067478,-33.8828092096675,1814888806,node,6,,,,,,,pharmacy,12130712,,2012/07/06 13:49:45,,,,732fe4562c954e52b75550567fc85690,,1,,,,,,,,,,,Liski,,,,
,,643089889,way,21,,,yes,,,,pharmacy,64373929,,2018/11/11 12:56:14,,,,1e6e9b262f094bfdab1c90b5719e3879,,1,Nepean Highway,,,,,,,,,,TuanIfan,,425,pharmacy,Soul Pattison Chemist
151.122051369188,-34.0417659683829,1280189358,node,12,,,,,,,pharmacy,84339003,,2020/04/29 12:27:16,,,,6041f3dff00b4edca93afe2e9ec348d5,,5,,,,,,,,,,,Mavvie,,,pharmacy,Caringbah Station Pharmacy
151.725503219223,-32.9343169022281,4507519427,node,6,,,,,,,clinic,43752685,,2016/11/18 03:33:55,,,,dbfb0dc59ee648bba8e9c1c2ed347a79,,1,,,,,,,,,,,numbfew,,,,
,,481317349,way,28,Healthe Care Australia Pty Ltd,,,,,,hospital,72723278,,2019/07/27 19:18:12,,,,0230f0f3f3a9401d82856d56ea971f95,,4,Moran Drive,,,,,,2830,Dubbo,,,BrettM6000,LPI NSW Base Map,,hospital,Dubbo Private Hospital
149.136941016905,-35.1856335656363,3861776662,node,9,,,,,,,doctors,73530668,,2019/08/20 10:01:11,,,,5e1392793dd24b279382ff08ae1e38f7,,4,,,,,,,,,,,TheSwavu,,,,Gungahlin Medical Centre
151.139521937611,-33.9042732520381,2868017525,node,9,,,,,,,clinic,22419575,,2014/05/19 07:57:16,,,,033c7487f5254b0aba3d48bb6d121596,,1,,,,,,,,,,,cleary,,,,Holy family Medical Centre
115.844769026012,-32.0691968710846,7694408215,node,28,,,,ophthalmology,,,clinic,87697371,Mo-Su 08:00-20:00,2020/07/08 08:42:28,,,,4fed80fdb77b4ff4aef3faa77f7e9305,,1,Murdoch Drive,,,,,,6150,,,,Murdoch Eye Centre,,100,clinic,Murdoch Eye Centre
151.194369340122,-33.8229960324403,2625841420,node,21,,,,,,,pharmacy,64155987,"Mo-Fr 07:00-20:00; Sa 09:00-16:00; Su 10:00-15:00",2018/11/04 01:36:41,,,,469fb3852c19417a8994d42a62d0d97c,,6,Pacific Highway underpass,,,,,,,St Leonards,yes,,Stan G,,,,Forum Pharmacy
145.122652624041,-37.8176386691889,6845698621,node,34,,,yes,,,,pharmacy,80735827,"Mo-Fr 08:00-21:00; Sa 09:00-18:00; Su 10:00-17:30",2020/02/08 22:00:30,,,,23f1ed8f99d24e3c820e623f4dab76a7,,3,Whitehorse Road,,,,,,3128,Box Hill,yes,,Leon K,,925,pharmacy,Chemist Warehouse
151.271111028093,-33.889556222627,20979952,node,18,,,,,,,clinic,62393966,,2018/09/08 05:43:51,,,,2de59bf4211b4f018aed49f3faf15b9f,,5,Hall Street,,,,,,,,,,John Bek,,68,clinic,Dr. V. Zeldovich
144.963651273601,-37.7654705420273,2890600821,node,9,,,,,,,clinic,22650088,,2014/05/31 05:38:39,,,,c0206513481746a0b34a2922c3019c82,,1,,,,,,,,,,,matthewsheffield,,,,Capital Radiology
